word,type,inflections,freq,french,sentence
surrender,verb,"surrender, surrendered, surrendering, surrenders",63,renoncer,He reluctantly surrendered to the overwhelming force.
towards,function word,towards,63,vers,The hikers moved towards the distant mountain peak.
vacuum,noun,"vacuum, vacua, vacuums",63,aspirateur,"The powerful vacuum roared to life, sucking up the scattered dust bunnies."
ahoy,interjection,ahoy,62,Salud,"“Ahoy there, mateys!”"
board,verb,"board, boarded, boarding, boards",62,embarquer,She boarded the ship for her transatlantic journey.
crystal,noun,"crystal, crystals",62,cristal,The geode revealed a breathtaking crystal formation within its depths.
data,noun,data,62,données,The scientist analyzed the extensive data collected during the experiment.
done,adjective,done,62,fait,"The project was finally done, and we could move on to the next phase."
dryer,noun,"dryer, dryers",62,sèche-linge,I left my clothes in the dryer to finish drying.
editor,noun,"editor, editors",62,rédacteur,The editor meticulously reviewed the manuscript before publication.
evolve,verb,"evolve, evolved, evolves, evolving",62,évoluer,"The species of flower was observed to evolve over several generations, adapting to the changing climate."
flow,noun,"flow, flows",62,courant,The river’s flow carried the fallen leaves downstream.
germ,noun,"germ, germs",62,germe,The tiny germ threatened to ruin the entire batch of bread.
grace,noun,"grace, graces",62,grâce,Her movements on the stage were filled with grace.
harsh,adjective,"harsh, harsher, harshest",62,râpeur,"The winter wind carried a harsh, biting chill."
intelligence,noun,"intelligence, intelligences",62,intelligence,Her quick intelligence allowed her to solve the complex puzzle in record time.
jaw,noun,"jaw, jaws",62,bouche,The surprised guest’s jaw dropped at the elaborate cake.
juicy,adjective,"juicy, juicier, juiciest",62,savoureux,The watermelon was incredibly juicy and sweet.
lipstick,noun,"lipstick, lipsticks",62,Rouge à lèvres,She carefully applied her favorite lipstick before heading out for the evening.
luckily,adverb,luckily,62,heureusement,"Luckily, the rain stopped just as we were about to leave."
male,noun,"male, males",62,homme,"The male lion roared loudly, asserting his dominance over the pride."
medium,adjective,medium,62,Moyen,The artist used a medium shade of blue for the painting.
minority,noun,"minority, minorities",62,minorité,The minority group faced significant challenges in accessing healthcare.
overnight,adverb,overnight,62,la nuit,"The weather forecast predicted a blizzard, but overnight, the skies cleared."
particularly,adverb,particularly,62,spécifiquement,"She enjoyed the vibrant colors, particularly the deep blues and greens."
payment,noun,"payment, payments",62,paiement,The final payment for the renovations was due last week.
scenario,noun,"scenario, scenarios",62,scénario,The emergency responders prepared for the worst-case scenario.
scrub,verb,"scrub, scrubbed, scrubbing, scrubs",62,nettoyer,She scrubbed the bathroom tiles until they shone.
shiny,adjective,"shiny, shinier, shiniest",62,brillant,The newly polished car had a very shiny exterior.
thoughtful,adjective,thoughtful,62,Réfléchi,He offered a thoughtful suggestion that everyone appreciated.
tops,noun,tops,62,crêtes,The hikers reached the tops of the surrounding mountains.
tribe,noun,"tribe, tribes",62,tribe,The nomadic tribe migrated across the vast desert.
worthless,adjective,worthless,62,sans valeur,The old trinket was utterly worthless after decades of neglect.
retirement,noun,"retirement, retirements",62,retraite,"After forty years of dedicated service, he finally approached retirement."
righty,adjective,righty,62,droitier,The righty effortlessly maneuvered the steering wheel.
absolute,adjective,absolute,62,absolu,The detective presented absolute proof of the suspect’s guilt.
breeze,noun,"breeze, breezes",62,brise,The warm breeze rustled the leaves in the trees.
9-1-1,numerals,"9-1-1, 911",61,Novembre,The paramedics dispatched by 9-1-1 were met with a frantic scene at 9:01:1.
adjustment,noun,"adjustment, adjustments",61,réajustement,The car needed a tire adjustment after the bumpy road.
adoption,noun,"adoption, adoptions",61,l'adoption,The adoption of a new policy sparked considerable debate within the organization.
anyhow,adverb,anyhow,61,néanmoins,"Anhow, I’m not sure if that’s the best approach to the problem."
athlete,noun,"athlete, athletes",61,athlète,The dedicated athlete trained rigorously for the upcoming marathon.
burst,verb,"burst, bursted, bursting, bursts",61,éclater,The fireworks burst spectacularly above the city.
cocoa,noun,"cocoa, cocoas",61,cacao,The rich aroma of cocoa filled the kitchen as she prepared hot chocolate.
courtesy,noun,"courtesy, courtesies",61,courtoisie,Her consistent display of courtesy made her a welcome guest at every event.
current,adjective,current,61,actuel,The current trends in fashion are quite different from those of the past.
dough,noun,dough,61,pâte,She kneaded the dough for the pizza until it was smooth and elastic.
embrace,verb,"embrace, embraced, embraces, embracing",61,accueillir,She bravely chose to embrace her past mistakes.
fax,verb,"fax, faxed, faxes, faxing",61,faxer,Please fax me the contract as soon as you receive it.
foolish,adjective,foolish,61,Idiot,It was foolish to believe he could succeed without any preparation.
locate,verb,"locate, located, locates, locating",61,trouver,We need to locate the missing documents in the archive.
memo,noun,"memo, memos",61,minute,Please send the revised memo to all team members immediately.
mentally,adverb,mentally,61,mentalement,She calmed herself mentally before the difficult presentation.
minor,adjective,minor,61,mineur,"The damage was minor, requiring only a quick repair."
monitor,verb,"monitor, monitored, monitoring, monitors",61,surveiller,The security guard diligently monitors the perimeter for any suspicious activity.
moo,verb,"moo, mooed, mooing, moos",61,breffer,"The cow mooed loudly, demanding attention."
quote,verb,"quote, quoted, quotes, quoting",61,citer,The lawyer quoted the witness’s statement to support his argument.
raccoon,noun,"raccoon, raccoons, racoon, racoons",61,ringard,"The raccoon rummaged through the garbage bins, searching for a discarded snack."
seduce,verb,"seduce, seduced, seduces, seducing",61,ensorceler/ensorceler     ou   séduire,The charismatic speaker attempted to seduce the audience with his passionate words.
sleeve,noun,"sleeve, sleeves",61,manchette,The painter carefully rolled up the sleeve of his worn denim jacket.
strangle,verb,"strangle, strangled, strangles, strangling",61,étrangler,The defendant attempted to strangle his victim during the robbery.
sunshine,noun,sunshine,61,soleil,"The sunshine streamed through the window, warming the room."
tickle,verb,"tickle, tickled, tickles, tickling",61,faites frémir,The comedian’s antics managed to tickle everyone in the audience.
tower,noun,"tower, towers",61,tour,The ancient tower stood proudly against the stormy sky.
troop,noun,"troop, troops",61,peloton,The weary troop marched slowly through the dense forest.
use,noun,"use, uses",61,usage,The consistent use of the software led to a significant increase in efficiency.
volume,noun,"volume, volumes",61,volume,The concert’s impressive volume made it difficult to hear the dialogue.
wingman,noun,"wingman, wingmen",61,compagnon,"He was a reliable wingman, always there to offer support and a friendly face."
wonder,noun,"wonder, wonders",61,merveille,The child’s wonder at the starry sky filled the room.
wuss,noun,"wuss, wusses",61,petitophile,"He was a complete wuss, shrinking away from any form of confrontation."
constant,adjective,constant,61,constant,The scientist maintained a constant focus on the experiment's parameters.
cue,noun,"cue, cues",61,indice,The musician followed the drummer’s cue to begin the song.
acknowledge,verb,"acknowledge, acknowledged, acknowledges, acknowledging",60,reconnaître,The company was quick to acknowledge the widespread criticism of its new product.
addition,noun,"addition, additions",60,addition,The lawyer presented compelling evidence in addition to the witness testimony.
alarm,verb,"alarm, alarmed, alarming, alarms",60,alarmer,The loud music caused a piercing alarm in my ears.
bass,noun,"bass, basses",60,basse,The deep bass notes of the cello filled the concert hall.
blessing,noun,"blessing, blessings",60,bénédiction,The old woman considered the newborn baby a true blessing.
businessman,noun,"businessman, businessmen",60,Homme d'affaires,The businessman confidently negotiated the deal with the foreign investors.
classroom,noun,"classroom, classrooms",60,classe,"The students excitedly entered the classroom, eager for the lesson."
clinic,noun,"clinic, clinics",60,clinique,The doctor recommended a visit to the clinic for a check-up.
coward,noun,"coward, cowards",60,codard,"The coward hid behind the curtains, afraid to confront the situation."
driveway,noun,"driveway, driveways",60,allée,The snow-covered driveway led to the front door.
elect,verb,"elect, elected, electing, elects",60,élire,The voters will elect a new mayor next month.
exchange,verb,"exchange, exchanged, exchanges, exchanging",60,échanger,We decided to exchange our concert tickets for a different show.
fist,noun,"fist, fists",60,poing,He raised his fist in a defiant gesture.
giant,noun,"giant, giants",60,géant,The giant redwood dominated the landscape.
grown-up,noun,"grown-up, grown-ups",60,adulte,The grown-up patiently explained the complex rules of the game.
indicate,verb,"indicate, indicated, indicates, indicating",60,indiquer,The map clearly indicated the shortest route to the summit.
ingredient,noun,"ingredient, ingredients",60,ingrédient,"The secret to her amazing cake was a pinch of saffron, a key ingredient."
instance,noun,"instance, instances",60,instance,"In that instance, she made the difficult decision to leave the project."
insult,noun,"insult, insults",60,insulte,His repeated criticisms were a cruel insult to her hard work.
June,proper noun,"June, Junes",60,juin,June is the month of my daughter's birthday.
lighten,verb,"lighten, lightened, lightening, lightens",60,éclaircir,The grey clouds seemed to lighten as the sun peeked through.
