word,type,inflections,freq
uh-uh,interjection,uh-uh,66
vest,noun,"vest, vests",66
crib,noun,"crib, cribs",66
amusement,noun,"amusement, amusements",65
average,noun,"average, averages",65
backpack,noun,"backpack, backpacks",65
balance,noun,"balance, balances",65
beverage,noun,"beverage, beverages",65
boxer,noun,"boxer, boxers",65
confession,noun,"confession, confessions",65
deeply,adverb,"deeply, deeplier, deepliest",65
fabric,noun,"fabric, fabrics",65
herpes,noun,"herpes, herpeses",65
hobo,noun,"hobo, hoboes, hobos",65
host,verb,"host, hosted, hosting, hosts",65
hybrid,noun,"hybrid, hybrids",65
increase,verb,"increase, increased, increases, increasing",65
meth,noun,"meth, meths",65
prevent,verb,"prevent, prevented, preventing, prevents",65
prisoner,noun,"prisoner, prisoners",65
protection,noun,"protection, protections",65
queer,adjective,"queer, queerer, queerest",65
refresh,verb,"refresh, refreshed, refreshes, refreshing",65
request,verb,"request, requested, requesting, requests",65
shush,interjection,shush,65
standard,adjective,standard,65
strap,verb,"strap, strapped, strapping, straps",65
tray,noun,"tray, trays",65
type,verb,"type, typed, types, typing",65
yuck,interjection,yuck,65
vomit,verb,"vomit, vomited, vomiting, vomits",64
academy,noun,"academy, academies",64
anus,noun,"anus, anuses",64
babysitter,noun,"babysitter, babysitters",64
banner,noun,"banner, banners",64
beneath,function word,beneath,64
bid,verb,"bid, bade, bidden, bidding, bids",64
bladder,noun,"bladder, bladders",64
cult,noun,"cult, cults",64
dealer,noun,"dealer, dealers",64
flesh,noun,"flesh, fleshes",64
fulfill,verb,"fulfill, fulfilled, fulfilling, fulfills",64
heck,interjection,heck,64
hint,noun,"hint, hints",64
hump,verb,"hump, humped, humping, humps",64
identify,verb,"identify, identified, identifies, identifying",64
intimidate,verb,"intimidate, intimidated, intimidates, intimidating",64
leather,noun,"leather, leathers",64
list,verb,"list, listed, listing, lists",64
madness,noun,"madness, madnesses",64
merely,adverb,merely,64
mole,noun,"mole, moles",64
Nazi,proper noun,"Nazi, Nazis",64
passionate,adjective,passionate,64
post,noun,"post, posts",64
program,verb,"program, programmed, programming, programs",64
rap,noun,rap,64
recent,adjective,"recent, recenter, recentest",64
satellite,noun,"satellite, satellites",64
shampoo,noun,"shampoo, shampoos",64
share,noun,"share, shares",64
sink,noun,"sink, sinks",64
sleepy,adjective,"sleepy, sleepier, sleepiest",64
smug,adjective,"smug, smugger, smuggest",64
spray,verb,"spray, sprayed, spraying, sprays",64
straw,noun,"straw, straws",64
supermarket,noun,"supermarket, supermarkets",64
tend,verb,"tend, tended, tending, tends",64
twenty-one,numerals,twenty-one,64
umbrella,noun,"umbrella, umbrellas",64
wrestler,noun,"wrestler, wrestlers",64
bud,noun,"bud, buds",64
boner,noun,"boner, boners",64
riot,noun,"riot, riots",64
blast,verb,"blast, blasted, blasting, blasts",63
chess,noun,chess,63
chin,noun,"chin, chins",63
clip,noun,"clip, clips",63
concept,noun,"concept, concepts",63
core,noun,"core, cores",63
deed,noun,"deed, deeds",63
destruction,noun,"destruction, destructions",63
display,noun,"display, displays",63
DNA,abbreviation,DNA,63
eighth,numerals,"eighth, eighths",63
eliminate,verb,"eliminate, eliminated, eliminates, eliminating",63
goose,noun,"goose, geese",63
homosexual,noun,"homosexual, homosexuals",63
invention,noun,"invention, inventions",63
marathon,noun,"marathon, marathons",63
meaning,noun,"meaning, meanings",63
minus,function word,"minus, minuses",63
ouch,interjection,ouch,63
paperwork,noun,paperwork,63
physical,noun,"physical, physicals",63
pilgrim,noun,"pilgrim, pilgrims",63
pitch,noun,"pitch, pitches",63
plug,verb,"plug, plugged, plugging, plugs",63
psst,interjection,psst,63
replacement,noun,"replacement, replacements",63
review,verb,"review, reviewed, reviewing, reviews",63
surrender,verb,"surrender, surrendered, surrendering, surrenders",63
towards,function word,towards,63
vacuum,noun,"vacuum, vacua, vacuums",63
ahoy,interjection,ahoy,62
board,verb,"board, boarded, boarding, boards",62
crystal,noun,"crystal, crystals",62
data,noun,data,62
done,adjective,done,62
dryer,noun,"dryer, dryers",62
editor,noun,"editor, editors",62
evolve,verb,"evolve, evolved, evolves, evolving",62
flow,noun,"flow, flows",62
germ,noun,"germ, germs",62
grace,noun,"grace, graces",62
harsh,adjective,"harsh, harsher, harshest",62
intelligence,noun,"intelligence, intelligences",62
jaw,noun,"jaw, jaws",62
juicy,adjective,"juicy, juicier, juiciest",62
lipstick,noun,"lipstick, lipsticks",62
luckily,adverb,luckily,62
male,noun,"male, males",62
medium,adjective,medium,62
minority,noun,"minority, minorities",62
overnight,adverb,overnight,62
particularly,adverb,particularly,62
payment,noun,"payment, payments",62
scenario,noun,"scenario, scenarios",62
scrub,verb,"scrub, scrubbed, scrubbing, scrubs",62
shiny,adjective,"shiny, shinier, shiniest",62
thoughtful,adjective,thoughtful,62
tops,noun,tops,62
tribe,noun,"tribe, tribes",62
worthless,adjective,worthless,62
retirement,noun,"retirement, retirements",62
righty,adjective,righty,62
absolute,adjective,absolute,62
breeze,noun,"breeze, breezes",62
9-1-1,numerals,"9-1-1, 911",61
adjustment,noun,"adjustment, adjustments",61
adoption,noun,"adoption, adoptions",61
anyhow,adverb,anyhow,61
athlete,noun,"athlete, athletes",61
burst,verb,"burst, bursted, bursting, bursts",61
cocoa,noun,"cocoa, cocoas",61
courtesy,noun,"courtesy, courtesies",61
current,adjective,current,61
dough,noun,dough,61
embrace,verb,"embrace, embraced, embraces, embracing",61
fax,verb,"fax, faxed, faxes, faxing",61
foolish,adjective,foolish,61
locate,verb,"locate, located, locates, locating",61
memo,noun,"memo, memos",61
mentally,adverb,mentally,61
minor,adjective,minor,61
monitor,verb,"monitor, monitored, monitoring, monitors",61
moo,verb,"moo, mooed, mooing, moos",61
quote,verb,"quote, quoted, quotes, quoting",61
raccoon,noun,"raccoon, raccoons, racoon, racoons",61
seduce,verb,"seduce, seduced, seduces, seducing",61
sleeve,noun,"sleeve, sleeves",61
strangle,verb,"strangle, strangled, strangles, strangling",61
sunshine,noun,sunshine,61
tickle,verb,"tickle, tickled, tickles, tickling",61
tower,noun,"tower, towers",61
troop,noun,"troop, troops",61
use,noun,"use, uses",61
volume,noun,"volume, volumes",61
wingman,noun,"wingman, wingmen",61
wonder,noun,"wonder, wonders",61
wuss,noun,"wuss, wusses",61
constant,adjective,constant,61
cue,noun,"cue, cues",61
acknowledge,verb,"acknowledge, acknowledged, acknowledges, acknowledging",60
addition,noun,"addition, additions",60
alarm,verb,"alarm, alarmed, alarming, alarms",60
bass,noun,"bass, basses",60
blessing,noun,"blessing, blessings",60
businessman,noun,"businessman, businessmen",60
classroom,noun,"classroom, classrooms",60
clinic,noun,"clinic, clinics",60
coward,noun,"coward, cowards",60
driveway,noun,"driveway, driveways",60
elect,verb,"elect, elected, electing, elects",60
exchange,verb,"exchange, exchanged, exchanges, exchanging",60
fist,noun,"fist, fists",60
giant,noun,"giant, giants",60
grown-up,noun,"grown-up, grown-ups",60
indicate,verb,"indicate, indicated, indicates, indicating",60
ingredient,noun,"ingredient, ingredients",60
instance,noun,"instance, instances",60
insult,noun,"insult, insults",60
June,proper noun,"June, Junes",60
lighten,verb,"lighten, lightened, lightening, lightens",60
limit,verb,"limit, limited, limiting, limits",60
mailman,noun,"mailman, mailmen",60
massage,verb,"massage, massaged, massages, massaging",60
meteor,noun,"meteor, meteors",60
mop,verb,"mop, mopped, mopping, mops",60
noble,adjective,"noble, nobler, noblest",60
opposite,adjective,opposite,60
pajamas,noun,pajamas,60
physically,adverb,physically,60
print,noun,"print, prints",60
pro,noun,"pro, pros",60
regarding,function word,regarding,60
reverend,noun,"reverend, reverends",60
root,verb,"root, rooted, rooting, roots",60
ship,verb,"ship, shipped, shipping, ships",60
slutty,adjective,"slutty, sluttier, sluttiest",60
sniff,verb,"sniff, sniffed, sniffing, sniffs",60
spin,noun,"spin, spins",60
swell,verb,"swell, swelled, swelling, swells, swollen",60
thirty-one,numerals,thirty-one,60
value,verb,"value, valued, values, valuing",60
mushroom,noun,"mushroom, mushrooms",60
advanced,adjective,advanced,60
amuse,verb,"amuse, amused, amuses, amusing",59
ancestor,noun,"ancestor, ancestors",59
attic,noun,"attic, attics",59
broccoli,noun,"broccoli, broccolis",59
circumstance,noun,"circumstance, circumstances",59
clothing,noun,"clothing, clothings",59
decade,noun,"decade, decades",59
disorder,noun,"disorder, disorders",59
dungeon,noun,"dungeon, dungeons",59
even,adjective,"even, evener, evenest",59
evolution,noun,"evolution, evolutions",59
exception,noun,"exception, exceptions",59
function,noun,"function, functions",59
geek,noun,"geek, geeks",59
glorious,adjective,glorious,59
gossip,noun,"gossip, gossips",59
happily,adverb,happily,59
ID,abbreviation,"ID, IDs",59
March,proper noun,"March, Marches",59
military,noun,"military, militaries",59
nude,adjective,"nude, nuder, nudest",59
pan,noun,"pan, pans",59
paradise,noun,"paradise, paradises",59
pervert,noun,"pervert, perverts",59
pet,verb,"pet, pets, petted, petting",59
pinch,verb,"pinch, pinched, pinches, pinching",59
pity,noun,"pity, pities",59
rotten,adjective,"rotten, rottener, rottenest",59
seventh,numerals,"seventh, sevenths",59
similar,adjective,similar,59
stand,noun,"stand, stands",59
tractor,noun,"tractor, tractors",59
tunnel,verb,"tunnel, tunneled, tunneling, tunnels",59
vanilla,noun,"vanilla, vanillas",59
violate,verb,"violate, violated, violates, violating",59
wreck,verb,"wreck, wrecked, wrecking, wrecks",59
zip,verb,"zip, zipped, zipping, zips",59
bedtime,noun,"bedtime, bedtimes",58
cape,noun,"cape, capes",58
cost,noun,"cost, costs",58
crossword,noun,"crossword, crosswords",58
designer,noun,"designer, designers",58
enormous,adjective,enormous,58
extreme,adjective,"extreme, extremer, extremest",58
fragile,adjective,fragile,58
genetic,adjective,genetic,58
length,noun,"length, lengths",58
lightning,noun,"lightning, lightnings",58
magic,noun,"magic, magics",58
magnificent,adjective,magnificent,58
mankind,noun,mankind,58
marshmallow,noun,"marshmallow, marshmallows",58
May,proper noun,"May, Mays",58
meatball,noun,"meatball, meatballs",58
messy,adjective,"messy, messier, messiest",58
mount,noun,"mount, mounts",58
navy,noun,"navy, navies",58
oppose,verb,"oppose, opposed, opposes, opposing",58
passenger,noun,"passenger, passengers",58
playground,noun,"playground, playgrounds",58
possession,noun,"possession, possessions",58
proposal,noun,"proposal, proposals",58
psycho,noun,"psycho, psychos",58
rainforest,noun,"rainforest, rainforests",58
rap,verb,"rap, rapped, rapping, raps",58
stereotype,noun,"stereotype, stereotypes",58
sudden,adjective,sudden,58
sunglasses,noun,sunglasses,58
temp,noun,"temp, temps",58
thou,function word,thou,58
urinal,noun,"urinal, urinals",58
wah,interjection,wah,58
Republican,proper noun,"Republican, Republicans",58
abuse,verb,"abuse, abused, abuses, abusing",57
adjust,verb,"adjust, adjusted, adjusting, adjusts",57
approval,noun,"approval, approvals",57
certificate,noun,"certificate, certificates",57
coach,verb,"coach, coached, coaches, coaching",57
complex,adjective,complex,57
contestant,noun,"contestant, contestants",57
drop,noun,"drop, drops",57
era,noun,"era, eras",57
exhibit,noun,"exhibit, exhibits",57
fame,noun,fame,57
gene,noun,"gene, genes",57
hop,verb,"hop, hopped, hopping, hops",57
invisible,adjective,invisible,57
kitten,noun,"kitten, kittens",57
laptop,noun,"laptop, laptops",57
maniac,noun,"maniac, maniacs",57
myth,noun,"myth, myths",57
needle,noun,"needle, needles",57
patch,verb,"patch, patched, patches, patching",57
prime,adjective,prime,57
puke,verb,"puke, puked, pukes, puking",57
rating,noun,"rating, ratings",57
reserve,verb,"reserve, reserved, reserves, reserving",57
root,noun,"root, roots",57
round,adjective,"round, rounder, roundest",57
sarcastic,adjective,sarcastic,57
shelf,noun,"shelf, shelves",57
skeleton,noun,"skeleton, skeletons",57
submit,verb,"submit, submits, submitted, submitting",57
supervisor,noun,"supervisor, supervisors",57
symptom,noun,"symptom, symptoms",57
virus,noun,"virus, viruses",57
weakness,noun,"weakness, weaknesses",57
barrel,noun,"barrel, barrels",57
applause,noun,"applause, applauses",56
average,adjective,average,56
boil,verb,"boil, boiled, boiling, boils",56
brag,verb,"brag, bragged, bragging, brags",56
buckle,verb,"buckle, buckled, buckles, buckling",56
burglar,noun,"burglar, burglars",56
caller,noun,"caller, callers",56
carton,noun,"carton, cartons",56
color,verb,"color, colored, coloring, colors",56
donkey,noun,"donkey, donkeys",56
environmental,adjective,environmental,56
equal,adjective,equal,56
expand,verb,"expand, expanded, expanding, expands",56
flu,noun,"flu, flus",56
forehead,noun,"forehead, foreheads",56
greet,verb,"greet, greeted, greeting, greets",56
illness,noun,"illness, illnesses",56
injure,verb,"injure, injured, injures, injuring",56
lifestyle,noun,"lifestyle, lifestyles",56
objection,noun,"objection, objections",56
outrage,noun,"outrage, outrages",56
pasta,noun,"pasta, pastas",56
practical,adjective,practical,56
recess,noun,"recess, recesses",56
recycle,verb,"recycle, recycled, recycles, recycling",56
rehearse,verb,"rehearse, rehearsed, rehearses, rehearsing",56
roast,noun,"roast, roasts",56
salsa,noun,"salsa, salsas",56
seventy-five,numerals,seventy-five,56
shit,verb,"shit, shat, shits, shitted, shitting, shitten",56
shred,verb,"shred, shredded, shredding, shreds",56
sloppy,adjective,"sloppy, sloppier, sloppiest",56
somewhat,adverb,somewhat,56
spray,noun,"spray, sprays",56
suitcase,noun,"suitcase, suitcases",56
take,noun,"take, takes",56
tense,adjective,"tense, tenser, tensest",56
valley,noun,"valley, valleys",56
web,noun,"web, webs",56
entrance,noun,"entrance, entrances",56
appetite,noun,"appetite, appetites",55
association,noun,"association, associations",55
attorney,noun,"attorney, attorneys",55
bikini,noun,"bikini, bikinis",55
bun,noun,"bun, buns",55
clubhouse,noun,"clubhouse, clubhouses",55
confront,verb,"confront, confronted, confronting, confronts",55
contribute,verb,"contribute, contributed, contributes, contributing",55
critic,noun,"critic, critics",55
depressing,adjective,depressing,55
dime,noun,"dime, dimes",55
discovery,noun,"discovery, discoveries",55
effective,adjective,effective,55
excitement,noun,"excitement, excitements",55
expectation,noun,"expectation, expectations",55
eyebrow,noun,"eyebrow, eyebrows",55
fluffy,adjective,"fluffy, fluffier, fluffiest",55
headache,noun,"headache, headaches",55
independent,adjective,independent,55
integrity,noun,"integrity, integrities",55
karma,noun,"karma, karmas",55
lizard,noun,"lizard, lizards",55
logic,noun,"logic, logics",55
Lord,proper noun,"Lord, Lords",55
mug,verb,"mug, mugged, mugging, mugs",55
plain,adjective,"plain, plainer, plainest",55
poet,noun,"poet, poets",55
quietly,adverb,quietly,55
relative,noun,"relative, relatives",55
safely,adverb,safely,55
shrink,noun,"shrink, shrinks",55
slam,verb,"slam, slammed, slamming, slams",55
suit,verb,"suit, suited, suiting, suits",55
surprisingly,adverb,surprisingly,55
testing,noun,"testing, testings",55
throughout,function word,throughout,55
tournament,noun,"tournament, tournaments",55
twist,noun,"twist, twists",55
wardrobe,noun,"wardrobe, wardrobes",55
wrist,noun,"wrist, wrists",55
nerve,noun,"nerve, nerves",55
deposit,noun,"deposit, deposits",55
trail,noun,"trail, trails",55
collar,verb,"collar, collars",55
bicycle,noun,"bicycle, bicycles",55
ahem,interjection,ahem,54
alike,adverb,alike,54
allergy,noun,"allergy, allergies",54
atheist,noun,"atheist, atheists",54
chamber,noun,"chamber, chambers",54
cheeseburger,noun,"cheeseburger, cheeseburgers",54
conscience,noun,"conscience, consciences",54
cuddle,verb,"cuddle, cuddled, cuddles, cuddling",54
